id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
139,59949.jpg,Coleman,11,i,59949,Seamus,Coleman,23,"Broken Leg - Unknown return date",65,0,0,0.0,0.0,0,0,0,0,,0,0.3,0.0,6037,369,218,26,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
140,7645.jpg,Jagielka,11,d,7645,Phil,Jagielka,6,"Hamstring injury - 50% chance of playing",50,,50,0.1,2.0,0,0,0,0,,0,5.5,0.3,164543,79228,24382,180,0,0,0,0,10,0,2.5,1.3,0.7,,352,0,0,1,7,0,0,0,0,0,0,1,73,80.0,2.8,6.0,8.9,0,2,7
141,114093.jpg,Pennington,11,u,114093,Matthew,Pennington,38,"Season-long loan to Leeds United",40,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,3023,799,93,36,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
142,121221.jpg,"Funes Mori",11,i,121221,Ramiro,"Funes Mori",25,"Knee injury - Unknown return date",49,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,652,140,18,5,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7
143,19159.jpg,Williams,11,a,19159,Ashley,Williams,5,,54,,,0.1,2.0,-1,0,1,0,,0,3.2,0.5,101541,14148,4193,840,0,0,0,0,11,2,1.8,1.5,1.5,,465,0,0,1,10,0,0,0,2,0,0,2,80,130.6,1.4,34.0,16.6,0,2,7
144,194164.jpg,Holgate,11,a,194164,Mason,Holgate,30,,44,100,100,0.2,1.1,-1,0,1,0,,0,1.0,0.8,47362,26543,985,1002,0,0,0,0,5,2,1.7,1.8,1.8,,270,0,0,0,4,0,0,0,0,0,0,0,31,43.2,33.9,38.0,11.6,0,2,7
145,153673.jpg,Kenny,11,a,153673,Jonjoe,Kenny,43,,44,,,0.1,0.2,-1,0,1,0,,0,0.1,0.3,3349,1030,98,111,0,0,0,0,1,1,1.0,1.3,1.3,,14,0,0,0,0,0,0,0,0,0,0,0,10,9.2,14.5,0.0,2.4,0,2,7
146,106611.jpg,Keane,11,d,106611,Michael,Keane,4,"Foot injury - 50% chance of playing",55,,50,0.1,2.2,0,0,0,0,,0,10.2,0.5,249822,117259,42193,231,0,0,0,0,12,0,2.4,1.5,0.8,,450,0,0,1,10,0,0,0,0,0,0,2,99,132.0,5.2,10.0,14.8,0,2,7
147,55452.jpg,Bolasie,11,i,55452,Yannick,Bolasie,7,"Knee injury - Unknown return date",64,0,0,0.0,0.0,-1,-1,1,1,,0,0.1,0.0,2893,326,88,10,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
148,26901.jpg,Mirallas,11,a,26901,Kevin,Mirallas,11,,63,,,0.0,0.3,-2,0,2,0,,0,1.3,0.3,85166,4977,2222,143,0,0,0,0,2,0,1.0,1.3,1.3,,21,0,0,0,3,0,0,0,0,0,0,0,9,4.8,2.2,6.0,1.3,0,3,7
149,88894.jpg,Barkley,11,i,88894,Ross,Barkley,8,"Hamstring injury - Unknown return date",74,0,0,0.0,0.0,-1,0,1,0,,0,0.1,0.0,7937,537,159,14,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
150,50472.jpg,McCarthy,11,i,50472,James,McCarthy,16,"Knee injury - Expected back 01 Oct",49,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,1349,136,38,10,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
151,1632.jpg,Barry,35,a,1632,Gareth,Barry,18,,45,100,100,0.4,2.2,0,0,0,0,,0,1.6,1.8,45527,23503,1417,1271,0,0,0,0,10,0,2.5,0.8,1.8,,360,0,0,2,4,0,0,0,0,0,0,0,49,78.8,32.2,35.0,14.7,0,3,19
152,87447.jpg,Besic,11,a,87447,Muhamed,Besic,21,,44,,,0.1,0.5,-1,0,1,0,,0,0.2,0.3,4618,3572,316,499,0,0,0,0,2,0,1.0,1.3,1.3,,46,0,0,0,0,0,0,0,0,0,0,0,10,18.2,11.5,0.0,3.0,0,3,7
153,17349.jpg,Lennon,11,a,17349,Aaron,Lennon,12,,54,100,100,0.1,0.2,-1,0,1,0,,0,0.1,0.3,3241,1030,168,55,0,0,0,0,1,0,1.0,1.3,1.3,,7,0,0,0,0,0,0,0,0,0,0,0,4,2.0,10.5,20.0,3.3,0,3,7
154,42774.jpg,Schneiderlin,11,a,42774,Morgan,Schneiderlin,2,,50,100,100,0.3,1.4,0,0,0,0,,0,0.8,1.3,32312,10800,926,361,0,0,0,0,7,1,1.4,2.3,2.3,,447,0,0,1,9,0,0,0,1,1,0,0,61,81.0,21.6,4.0,10.6,0,3,7
155,80801.jpg,Gueye,11,a,80801,Idrissa,Gueye,17,,50,100,100,0.3,2.2,0,0,0,0,,0,1.1,1.5,31219,14879,1195,594,0,0,0,0,11,2,1.8,2.5,2.5,,514,0,0,1,8,0,0,0,2,0,0,0,91,87.4,27.4,17.0,13.2,0,3,7
156,173807.jpg,Davies,11,a,173807,Tom,Davies,26,,53,,,0.5,2.5,-2,0,2,0,,0,0.7,2.5,26154,12319,874,3783,0,0,0,0,13,6,2.2,3.5,3.5,,280,0,2,1,4,0,0,0,2,0,0,0,38,37.6,22.9,23.0,8.2,0,3,7
157,219352.jpg,Lookman,11,a,219352,Ademola,Lookman,31,,53,,,0.0,0.0,-2,0,2,0,,0,0.1,0.0,5688,543,154,19,0,0,0,0,0,0,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,7
158,109065.jpg,Klaassen,11,a,109065,Davy,Klaassen,20,,72,100,100,0.1,0.6,-3,0,3,0,,0,0.5,0.5,72319,3692,854,121,0,0,0,0,4,1,1.0,1.5,1.5,,187,0,0,0,4,0,0,0,0,0,0,0,10,10.8,19.0,19.0,4.8,0,3,7
159,177815.jpg,Calvert-Lewin,11,a,177815,Dominic,Calvert-Lewin,29,,50,,,0.3,3.0,0,0,0,0,,0,2.1,1.3,73577,137427,4604,4479,0,0,0,0,15,2,2.5,2.3,2.3,,357,0,2,1,6,0,0,0,0,0,0,0,35,51.8,111.3,143.0,30.5,0,4,7
160,108438.jpg,Sandro,11,a,108438,Sandro,Ramírez,9,,73,100,100,0.1,0.8,-2,0,2,0,,0,0.5,1.0,60642,3307,1211,200,0,0,0,0,6,0,1.5,2.0,2.0,,207,0,0,1,7,0,0,0,0,0,0,0,10,3.2,12.6,62.0,7.5,0,4,7
161,13017.jpg,Rooney,11,d,13017,Wayne,Rooney,10,"Facial Injury - 75% chance of playing",75,,75,0.2,2.9,0,0,0,0,,0,14.0,1.3,608466,452499,86602,2555,0,0,0,0,22,1,3.7,2.3,1.7,,494,2,0,1,8,0,0,0,3,0,0,6,75,102.8,137.5,132.0,37.3,0,4,7
162,168977.jpg,Coleman,38,a,168977,Joel,Coleman,13,,40,100,100,0.0,0.0,0,0,0,0,,0,1.7,0.0,25957,11655,812,755,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,8
163,57513.jpg,Lössl,38,a,57513,Jonas,Lössl,1,,46,,,0.9,7.2,1,0,-1,0,,1,8.9,4.0,79309,323917,5009,11390,0,0,0,0,33,7,5.5,4.0,3.0,,540,0,0,4,3,0,0,0,0,0,16,3,137,116.0,0.0,0.0,11.6,0,1,8
164,85368.jpg,Schindler,38,a,85368,Christopher,Schindler,26,,46,100,100,0.9,7.0,1,0,-1,0,,2,4.5,4.3,74302,232498,3031,17168,0,0,0,0,32,9,5.3,4.3,3.3,,540,0,0,4,3,0,0,0,1,0,0,6,158,201.2,21.3,26.0,24.9,0,2,8
165,54284.jpg,Löwe,38,a,54284,Chris,Löwe,15,,45,,,1.1,7.1,0,0,0,0,,0,3.3,5.0,39309,154856,3405,24696,0,0,0,0,32,6,5.3,5.0,4.0,,512,0,0,5,1,0,0,0,0,0,0,0,127,84.6,16.9,7.0,10.8,0,2,8
166,104545.jpg,Smith,38,a,104545,Tommy,Smith,2,,50,,,0.9,4.6,0,0,0,0,,0,0.5,4.3,13920,9529,680,910,0,0,0,0,23,6,3.8,4.3,3.3,,506,0,0,3,3,0,0,0,1,0,0,2,91,81.6,110.4,6.0,19.9,0,2,8
167,87856.jpg,Hefele,38,a,87856,Michael,Hefele,44,,43,100,100,0.0,0.2,-2,0,2,0,,0,0.1,0.0,5437,1860,126,53,0,0,0,0,1,0,1.0,0.0,-1.0,,1,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,0,2,8
168,18006.jpg,Cranie,38,a,18006,Martin,Cranie,14,,40,100,100,0.0,0.0,0,0,0,0,,0,0.2,0.0,4712,2231,168,383,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
169,192301.jpg,Stankovic,38,i,192301,"Jon Gorenc",Stankovic,27,"Anterior cruciate ligament  - Unknown return date",40,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,3167,1643,106,74,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
170,7638.jpg,Hudson,38,u,7638,Mark,Hudson,5,Retired,40,0,0,0.0,0.0,0,0,0,0,,0,0.2,0.0,12953,694,230,32,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,8
171,48760.jpg,Zanka,38,a,48760,Mathias,Jorgensen,25,,46,,,0.9,7.0,1,0,-1,0,,1,9.2,4.0,138359,419356,5702,7293,0,0,0,0,32,8,5.3,4.0,3.0,,540,0,1,4,3,0,0,0,1,0,0,3,127,121.8,1.2,49.0,17.2,0,2,8
172,74471.jpg,Mooy,38,a,74471,Aaron,Mooy,10,,57,100,100,0.4,4.6,2,0,-2,0,,1,11.2,2.5,242594,647029,19232,4475,0,0,0,0,26,3,4.3,2.5,1.5,,540,1,1,4,3,0,0,0,0,0,0,2,130,186.8,215.3,59.0,46.1,0,3,8
173,51344.jpg,"van La Parra",38,d,51344,Rajiv,"van La Parra",17,"Muscle injury - 75% chance of playing",49,75,75,0.2,1.6,-1,0,1,0,,0,0.1,1.0,5483,1409,191,9,0,0,0,0,8,0,1.3,0.8,0.0,,245,0,0,1,2,0,0,0,1,0,0,0,19,19.4,38.1,37.0,9.4,0,3,8
174,79619.jpg,Hogg,38,a,79619,Jonathan,Hogg,6,,44,100,100,0.2,0.9,-1,0,1,0,,0,0.1,1.0,1800,3550,386,1702,0,0,0,0,4,3,2.0,1.0,0.0,,87,0,0,1,0,0,0,0,0,0,0,0,32,23.2,2.0,0.0,2.5,0,3,8
175,168991.jpg,Billing,38,a,168991,Philip,Billing,8,,45,,,0.3,2.2,0,0,0,0,,0,0.6,1.3,16585,30158,786,236,0,0,0,0,10,1,2.0,1.3,0.3,,332,0,0,3,2,0,0,0,2,0,0,0,46,56.0,37.5,14.0,10.8,0,3,8
176,168172.jpg,Lolley,38,a,168172,Joe,Lolley,18,,44,100,100,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2033,1781,115,137,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
177,167541.jpg,Payne,38,u,167541,Jack,Payne,16,"Season-long loan to Oxford United",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,362,63,6,3,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
178,5589.jpg,Whitehead,38,a,5589,Dean,Whitehead,4,,44,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2971,1982,113,130,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
179,104535.jpg,Bunn,38,u,104535,Harry,Bunn,11,"Transferred to Bury",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,424,46,13,3,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
180,49202.jpg,Scannell,38,u,49202,Sean,Scannell,7,"Season-long loan to Burton Albion",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,2254,107,35,1,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,8
181,87428.jpg,Kachunga,38,a,87428,Elias,Kachunga,9,,60,,,0.4,3.2,0,0,0,0,,0,0.3,2.5,12627,11683,675,166,0,0,0,0,19,3,3.2,2.5,1.5,,483,0,1,4,2,0,0,0,0,0,0,0,55,57.0,58.6,57.0,17.2,0,3,8
182,86176.jpg,Ince,38,a,86176,Tom,Ince,22,,59,,,0.4,2.7,-1,0,1,0,,0,1.0,2.5,51838,20980,1652,288,0,0,0,0,16,3,2.7,2.5,1.5,,540,0,0,4,3,0,0,0,0,0,0,0,57,57.8,95.8,213.0,36.7,0,3,8
183,160190.jpg,Palmer,38,i,160190,Kasey,Palmer,45,"Hamstring injury - Unknown return date",53,0,0,0.1,0.6,-2,-1,2,1,,0,0.0,0.3,3415,736,110,6,0,0,0,0,3,0,1.0,0.0,0.0,,123,0,0,1,0,0,0,0,2,0,0,0,3,11.0,23.3,27.0,6.1,0,3,8
184,80755.jpg,Williams,38,i,80755,Danny,Williams,19,"Foot injury - Unknown return date",49,0,0,0.2,0.8,-1,0,1,0,,0,0.1,0.8,2064,484,154,6,0,0,0,0,4,0,1.3,0.0,0.0,,152,0,0,0,1,0,0,0,0,0,0,0,24,17.6,12.0,9.0,3.7,0,3,8
185,92383.jpg,Wells,90,i,92383,Nahki,Wells,21,"Ankle injury - Expected back 30 Sep",49,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,2115,601,62,30,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4
186,84112.jpg,Quaner,38,i,84112,Collin,Quaner,23,"Calf injury - Expected back 14 Oct",45,0,0,0.1,1.6,0,0,0,0,,0,3.8,0.5,163886,146356,8992,4981,0,0,0,0,7,0,1.8,0.0,0.0,,57,0,1,0,0,0,0,0,0,0,0,0,21,22.4,14.0,6.0,4.2,0,4,8
187,147303.jpg,Depoitre,38,a,147303,Laurent,Depoitre,20,,52,75,100,0.6,2.3,-3,0,3,0,,0,0.2,3.0,9982,11509,1008,468,0,0,0,0,12,2,4.0,2.3,2.0,,187,1,0,1,1,0,0,0,0,0,0,3,40,54.0,36.2,61.0,15.2,0,4,8
188,169141.jpg,Mounie,38,i,169141,Steve,Mounie,24,"Knock - Expected back 30 Sep",60,0,0,0.2,2.8,0,0,0,0,,0,2.0,1.0,244689,266669,12191,156,0,0,0,0,17,0,4.3,0.0,0.0,,355,2,0,3,2,0,0,0,2,0,0,3,53,101.2,43.8,114.0,25.9,0,4,8
189,17745.jpg,Schmeichel,13,a,17745,Kasper,Schmeichel,1,,50,,,0.8,4.6,0,0,0,0,,0,4.2,3.8,47145,61358,3984,1675,0,0,0,0,23,2,3.8,3.3,4.3,,540,0,0,1,12,0,1,0,1,0,22,3,125,172.2,0.0,0.0,17.3,0,1,9
190,38038.jpg,Hamer,13,a,38038,Ben,Hamer,12,,45,,,0.0,0.0,0,0,0,0,,0,0.1,0.0,926,259,42,11,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,9
191,15033.jpg,Morgan,13,a,15033,Wes,Morgan,5,,45,100,100,0.3,2.0,0,0,0,0,,0,2.8,1.3,63150,29921,2535,2240,0,0,0,0,9,1,1.5,0.8,1.8,,540,0,0,1,12,0,0,0,2,0,0,0,81,142.2,22.3,10.0,17.4,0,2,9
192,37402.jpg,Fuchs,13,a,37402,Christian,Fuchs,28,,49,100,100,0.1,1.6,-1,0,1,0,,0,2.5,0.5,85899,20652,3158,388,0,0,0,0,8,0,2.0,0.0,1.0,,360,0,0,1,8,0,0,0,0,0,0,0,64,66.2,66.8,10.0,14.4,0,2,9
193,40725.jpg,Simpson,13,a,40725,Danny,Simpson,2,,45,,,0.3,2.4,0,0,0,0,,0,4.3,1.3,90597,54334,3847,2316,0,0,0,0,11,1,1.8,0.8,1.8,,540,0,0,1,12,0,0,0,0,0,0,0,89,123.0,20.1,4.0,14.7,0,2,9
194,12413.jpg,Huth,13,i,12413,Robert,Huth,6,"Knock - Expected back 30 Sep",49,0,0,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2993,851,249,20,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,9
195,41321.jpg,Benalouane,13,a,41321,Yohan,Benalouane,29,,44,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,1716,305,57,29,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,9
196,172850.jpg,Chilwell,13,a,172850,Benjamin,Chilwell,3,,44,,,0.2,0.7,-1,0,1,0,,0,0.3,0.8,10383,1819,237,466,0,0,0,0,3,1,1.5,0.3,1.3,,180,0,0,0,4,0,0,0,0,0,0,0,26,46.0,6.5,2.0,5.5,0,2,9
197,103127.jpg,Wagué,57,a,103127,Molla,Wagué,13,,45,0,0,0.1,0.2,0,0,0,0,,0,0.0,0.3,367,140,10,10,0,0,0,0,1,1,1.0,0.0,0.0,,45,0,0,0,1,0,0,0,0,0,0,0,5,7.0,0.0,0.0,0.7,0,2,18
198,95658.jpg,Maguire,13,a,95658,Harry,Maguire,15,,51,100,100,0.5,5.3,1,0,-1,0,,1,6.7,2.3,125125,301789,6573,8504,0,0,0,0,27,5,4.5,1.8,2.8,,540,1,2,1,12,0,0,0,0,0,0,4,143,212.2,28.4,47.0,28.7,0,2,9
199,103025.jpg,Mahrez,13,a,103025,Riyad,Mahrez,26,,85,,,0.2,2.8,0,0,0,0,,1,4.6,2.0,152994,178375,15896,1679,0,0,0,0,24,2,4.0,1.5,2.5,,510,0,3,1,11,0,0,0,0,0,0,2,79,90.8,127.2,166.0,38.4,0,3,9
200,51938.jpg,Albrighton,13,a,51938,Marc,Albrighton,11,,55,,,0.2,2.4,0,0,0,0,,0,2.2,1.3,86422,103678,3792,1126,0,0,0,0,13,1,2.2,0.8,1.8,,424,0,1,1,9,0,0,0,1,0,0,0,52,62.0,102.5,23.0,18.6,0,3,9
201,13152.jpg,King,13,a,13152,Andy,King,10,,44,,,0.6,2.3,-1,0,1,0,,0,2.9,2.5,38632,129581,4145,25467,0,0,0,0,10,2,2.5,2.0,3.0,,255,0,1,0,7,0,0,0,0,0,0,1,40,28.8,31.5,12.0,7.3,0,3,9
202,61603.jpg,Drinkwater,8,i,61603,Daniel,Drinkwater,6,"Calf injury - Expected back 30 Sep",49,0,0,0.0,0.0,-1,0,1,0,,0,0.2,0.0,10853,4760,441,62,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,5
203,172632.jpg,Gray,13,a,172632,Demarai,Gray,7,,53,,,0.3,1.7,-2,0,2,0,,0,0.5,1.8,20206,4402,526,766,0,0,0,0,9,4,1.5,1.3,2.3,,132,0,1,0,4,0,0,0,0,0,0,0,33,18.0,53.5,39.0,11.0,0,3,9
204,155569.jpg,Amartey,13,a,155569,Daniel,Amartey,18,,44,,,0.0,0.2,-1,0,1,0,,0,0.2,0.0,7004,4972,360,426,0,0,0,0,1,0,1.0,-0.5,0.5,,18,0,0,0,2,0,0,0,0,0,0,0,2,5.4,0.3,0.0,0.6,0,3,9
205,86881.jpg,Mendy,13,u,86881,Nampalys,Mendy,24,"Joined Nice in season-long loan deal",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,2886,1144,103,12,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,9
206,203341.jpg,Ndidi,13,a,203341,Wilfred,Ndidi,25,,50,,,0.3,2.2,0,0,0,0,,0,0.4,1.5,13905,8298,696,467,0,0,0,0,11,1,1.8,1.0,2.0,,540,0,0,1,12,0,0,0,2,0,0,0,60,105.0,23.2,27.0,15.4,0,3,9
207,90714.jpg,Musa,13,a,90714,Ahmed,Musa,13,,63,,,0.0,0.0,-2,0,2,0,,0,0.5,0.0,18696,1888,481,79,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,9
208,54513.jpg,Iborra,13,a,54513,Vicente,Iborra,21,,58,100,100,0.0,0.0,-2,0,2,0,,0,0.1,0.0,6030,443,93,42,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,9
209,101668.jpg,Vardy,13,a,101668,Jamie,Vardy,9,,85,75,100,0.6,4.2,0,0,0,0,,1,11.3,5.3,422008,518944,18834,55499,0,0,0,0,36,3,6.0,3.6,5.8,,516,5,0,1,11,0,0,1,1,0,0,7,155,200.4,65.4,261.0,52.8,0,4,9
210,54316.jpg,Ulloa,13,d,54316,Leonardo,Ulloa,23,"Back injury - 75% chance of playing",49,75,75,0.0,0.0,-1,0,1,0,,0,0.2,0.0,8337,3559,434,70,0,0,0,0,0,0,0.0,-0.4,0.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,9
211,78412.jpg,Okazaki,13,a,78412,Shinji,Okazaki,20,,55,,,0.3,3.6,0,0,0,0,,0,4.4,1.8,147621,237463,7414,21676,0,0,0,0,20,6,4.0,1.3,2.3,,299,3,0,1,5,0,0,0,1,0,0,1,84,116.2,41.5,112.0,26.9,0,4,9
212,149828.jpg,Slimani,13,a,149828,Islam,Slimani,19,,68,100,100,0.1,0.7,-2,0,2,0,,0,0.3,1.0,13801,5070,743,514,0,0,0,0,5,1,1.0,0.5,1.5,,91,0,0,0,2,0,0,0,0,0,0,0,8,7.8,14.0,59.0,7.9,0,4,9
213,66797.jpg,Mignolet,14,a,66797,Simon,Mignolet,22,,49,,,0.5,3.3,-1,-1,1,1,,0,1.5,2.5,31272,11952,1176,870,0,0,0,0,16,6,3.2,3.0,3.5,,450,0,0,1,11,0,1,0,2,0,15,0,94,119.0,0.0,0.0,11.9,0,1,10
214,104542.jpg,Karius,14,a,104542,Loris,Karius,1,,49,100,100,0.3,1.2,-1,0,1,0,,0,0.2,1.5,3519,1453,170,35,0,0,0,0,6,0,6.0,2.0,2.5,,90,0,0,1,0,0,0,0,0,0,0,0,23,1.8,0.0,0.0,0.2,0,1,10
215,38454.jpg,Lovren,14,a,38454,Dejan,Lovren,6,,54,50,100,0.2,1.3,-1,0,1,0,,0,1.1,1.3,52292,8327,1852,171,0,0,0,0,7,0,1.8,0.9,2.3,,271,0,0,1,5,0,0,0,2,0,0,0,48,55.4,10.8,23.0,8.9,0,2,10
216,100059.jpg,Moreno,14,a,100059,Alberto,Moreno,18,,45,100,100,0.6,2.7,0,0,0,0,,0,2.0,2.8,60962,61163,1803,4682,0,0,0,0,12,4,3.0,3.3,3.8,,360,0,1,1,10,0,0,0,0,0,0,1,94,83.0,81.3,53.0,21.8,0,2,10
217,57328.jpg,Clyne,14,i,57328,Nathaniel,Clyne,2,"Muscle injury - Unknown return date",54,0,0,0.0,0.0,-1,0,1,0,,0,0.3,0.0,22296,806,512,22,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,10
218,171287.jpg,Gomez,14,a,171287,Joseph,Gomez,12,,45,100,100,0.6,4.0,0,0,0,0,,1,2.0,2.8,53391,106838,3111,2256,0,0,0,0,18,1,4.5,3.3,3.8,,271,0,1,2,3,0,0,0,1,0,0,2,87,86.8,77.2,0.0,16.4,0,2,10
219,60914.jpg,Matip,14,a,60914,Joel,Matip,32,,55,75,100,0.4,2.7,0,0,0,0,,0,2.6,2.0,70961,35132,5375,812,0,0,0,0,15,0,2.5,1.9,3.0,,540,0,0,2,11,0,0,0,1,0,0,0,116,112.2,30.4,26.0,16.9,0,2,10
220,33871.jpg,Klavan,14,a,33871,Ragnar,Klavan,17,,44,,,0.1,2.0,-1,0,1,0,,0,0.5,0.5,14495,11412,852,400,0,0,0,0,9,0,3.0,1.0,1.5,,270,0,0,1,6,0,0,0,0,0,0,1,68,61.0,23.4,2.0,8.6,0,2,10
221,40784.jpg,Sakho,31,a,40784,Mamadou,Sakho,12,,49,100,100,0.0,0.0,-1,0,1,0,,0,0.1,0.0,3745,4796,212,366,0,0,0,0,0,0,0.0,-1.0,-1.0,,90,0,0,0,5,0,0,0,0,0,0,0,11,9.8,0.3,0.0,1.0,0,2,6
222,15157.jpg,Milner,14,a,15157,James,Milner,7,,63,100,100,0.2,1.7,-2,0,2,0,,0,3.5,1.0,181052,16493,6216,275,0,0,0,0,11,1,1.8,1.5,2.0,,242,0,0,1,4,0,0,0,0,0,0,0,67,58.4,110.6,59.0,22.8,0,2,10
223,169187.jpg,Alexander-Arnold,14,a,169187,Trent,Alexander-Arnold,66,,44,100,100,0.1,0.2,-1,-1,1,1,,0,1.9,0.3,96184,62184,3828,395,0,0,0,0,1,0,0.3,0.8,1.3,,270,0,0,0,8,0,0,0,2,0,0,0,38,61.0,118.0,28.0,20.7,0,2,10
224,43191.jpg,Lucas,14,u,43191,Leiva,Lucas,21,"Transferred to Lazio",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,824,116,20,5,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
225,56979.jpg,Henderson,14,a,56979,Jordan,Henderson,14,,55,100,100,0.6,3.3,0,0,0,0,,0,1.7,3.5,42801,44909,2099,7746,0,0,0,0,18,9,3.6,4.0,4.5,,450,1,0,2,10,0,0,0,1,0,0,2,86,110.0,109.1,43.0,26.3,0,3,10
226,84583.jpg,Coutinho,14,a,84583,Philippe,Coutinho,10,,89,100,100,0.4,1.7,-1,1,1,-1,,1,4.7,3.8,225450,169814,3070,56700,0,0,0,0,15,13,7.5,4.3,4.8,,156,1,1,0,3,0,0,0,0,0,0,3,66,96.6,131.8,113.0,34.2,0,3,10
