id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
315,171771.jpg,Bednarek,20,a,171771,Jan,Bednarek,35,,43,,,0.0,0.0,-2,0,2,0,,0,0.1,0.0,5832,581,117,36,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,14
316,17339.jpg,Davis,20,a,17339,Steven,Davis,8,,51,,,0.9,5.1,1,1,-1,-1,,1,3.3,4.5,46960,182540,5356,24895,0,0,0,0,26,2,4.3,4.0,5.0,,511,1,1,3,5,0,0,0,0,0,0,3,133,131.6,159.9,60.0,35.2,0,3,14
317,101178.jpg,Ward-Prowse,20,a,101178,James,Ward-Prowse,16,,53,,,0.2,1.5,-2,0,2,0,,0,0.9,1.0,91465,14010,1545,73,0,0,0,0,8,1,1.3,0.5,1.5,,171,0,0,1,2,0,0,0,0,0,0,0,26,23.2,81.8,53.0,15.6,0,3,14
318,62399.jpg,Tadic,20,a,62399,Dusan,Tadic,11,,65,,,0.4,2.8,0,0,0,0,,0,3.4,2.3,137052,134874,6681,1443,0,0,0,0,18,2,3.0,1.8,2.8,,474,1,0,3,4,0,0,0,1,0,0,0,73,102.0,191.2,129.0,42.3,0,3,14
319,85654.jpg,Clasie,20,u,85654,Jordy,Clasie,4,"Season-long loan to Club Brugge",44,0,0,0.0,0.0,-1,0,1,0,,0,0.2,0.0,14026,3760,342,29,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,14
320,78056.jpg,"Oriol Romeu",20,a,78056,Oriol,"Romeu Vidal",14,,45,,,0.5,2.9,0,0,0,0,,0,3.3,2.3,89142,32665,2982,3836,0,0,0,0,13,2,2.2,1.8,2.8,,540,0,0,3,5,0,0,0,2,0,0,0,85,100.6,107.4,86.0,29.4,0,3,14
321,132015.jpg,Højbjerg,20,a,132015,Pierre-Emile,Højbjerg,23,,44,0,100,0.0,0.0,-1,0,1,0,,0,0.3,0.0,11845,9431,372,360,0,0,0,0,0,0,0.0,0.0,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,14
322,128198.jpg,Boufal,20,a,128198,Sofiane,Boufal,19,,57,,,0.1,0.5,-3,-1,3,1,,0,0.1,0.5,6935,925,168,31,0,0,0,0,3,0,1.5,0.0,1.0,,89,0,0,0,2,0,0,0,0,0,0,0,14,14.4,12.5,13.0,4.0,0,3,14
323,153379.jpg,Sims,20,a,153379,Joshua,Sims,39,,44,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2239,3076,142,219,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,14
324,83283.jpg,Redmond,20,a,83283,Nathan,Redmond,22,,64,,,0.4,2.7,-1,0,1,0,,0,4.5,2.5,203872,57203,8695,1325,0,0,0,0,17,2,2.8,2.0,3.0,,534,0,1,3,5,0,0,0,1,0,0,0,55,76.8,203.4,179.0,46.0,0,3,14
325,20452.jpg,Long,20,a,20452,Shane,Long,7,,58,100,100,0.2,0.9,-2,0,2,0,,0,0.4,1.0,19367,4526,640,638,0,0,0,0,5,1,1.0,0.5,1.5,,229,0,0,1,1,0,0,0,2,0,0,0,9,12.8,73.1,38.0,12.2,0,4,14
326,78356.jpg,Austin,20,a,78356,Charlie,Austin,10,,63,100,100,0.1,1.6,-2,0,2,0,,0,0.5,0.5,55390,15725,1140,170,0,0,0,0,10,1,2.5,0.0,1.0,,57,1,0,0,0,0,0,0,0,0,0,2,35,35.6,3.6,27.0,6.5,0,4,14
327,61548.jpg,Gabbiadini,20,a,61548,Manolo,Gabbiadini,20,,68,,,0.2,2.2,-2,0,2,0,,0,2.6,1.5,270144,105214,11414,742,0,0,0,0,15,1,2.5,1.0,2.0,,303,1,0,2,4,0,0,0,0,0,0,1,46,38.8,32.6,55.0,11.3,0,4,14
328,105666.jpg,Butland,110,a,105666,Jack,Butland,1,,50,,,0.3,4.0,0,0,0,0,,1,3.8,1.5,47188,81956,4258,553,0,0,0,0,20,0,3.3,0.0,1.0,,540,0,0,1,10,0,0,0,0,0,18,3,106,143.6,10.0,0.0,15.4,0,1,15
329,6744.jpg,Grant,110,a,6744,Lee,Grant,33,,44,,,0.0,0.0,-1,0,1,0,,0,0.4,0.0,12294,647,365,29,0,0,0,0,0,0,0.0,-1.5,-0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,15
330,37869.jpg,Shawcross,110,i,37869,Ryan,Shawcross,17,"Back injury - Expected back 30 Sep",49,0,0,0.1,2.0,-1,0,1,0,,0,1.1,0.5,42419,10966,2352,18,0,0,0,0,10,0,3.3,0.0,0.0,,270,0,0,1,2,0,0,0,0,0,0,0,45,79.8,10.6,14.0,10.4,0,2,15
331,50089.jpg,Cameron,110,i,50089,Geoff,Cameron,20,"Hamstring injury - Expected back 30 Sep",45,0,0,0.2,2.4,0,0,0,0,,0,0.4,0.8,19871,16565,879,24,0,0,0,0,11,0,2.8,0.0,0.0,,293,0,0,1,2,0,0,0,0,0,0,0,51,53.4,14.2,10.0,7.7,0,2,15
332,39487.jpg,Pieters,110,a,39487,Erik,Pieters,3,,50,100,100,0.2,2.2,0,0,0,0,,0,0.7,0.8,20130,5489,1016,259,0,0,0,0,11,0,1.8,-0.7,0.3,,538,0,0,1,10,0,0,0,1,0,0,0,85,85.4,68.5,2.0,15.6,0,2,15
333,61595.jpg,Muniesa,110,u,61595,Marc,Muniesa,5,"Joined Spanish side Girona in season-long loan deal",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,3913,48,34,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
334,17997.jpg,Bardsley,90,a,17997,Phil,Bardsley,26,,44,100,100,0.0,0.0,-1,0,1,0,,0,0.1,0.0,3449,558,133,43,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4
335,9047.jpg,Johnson,110,a,9047,Glen,Johnson,8,,43,,,0.0,0.0,-2,0,2,0,,0,0.4,0.0,19143,2107,430,259,0,0,0,0,0,0,0.0,-1.5,-0.5,,90,0,0,0,4,0,0,0,0,0,0,0,17,11.8,1.2,0.0,1.3,0,2,15
336,221267.jpg,Tymon,110,a,221267,Josh,Tymon,12,,45,100,100,0.0,0.0,0,0,0,0,,0,0.0,0.0,516,231,19,16,0,0,0,0,0,0,0.0,-1.5,-0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,15
337,40555.jpg,Allen,110,a,40555,Joe,Allen,4,,54,,,0.5,2.8,-1,0,1,0,,0,2.5,2.8,92787,11521,3204,827,0,0,0,0,15,2,2.5,1.3,2.3,,533,0,1,1,10,0,0,0,2,0,0,1,77,90.0,88.8,46.0,22.5,0,3,15
338,20208.jpg,Adam,110,a,20208,Charlie,Adam,16,,48,,,0.0,0.0,-2,0,2,0,,0,0.1,0.0,3663,939,138,83,0,0,0,0,0,0,0.0,-1.5,-0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
339,12150.jpg,Whelan,110,u,12150,Glenn,Whelan,6,"Transferred to Aston Villa",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,598,67,14,3,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
340,41464.jpg,Arnautovic,21,a,41464,Marko,Arnautovic,7,,69,100,100,0.1,0.4,-1,0,1,0,,0,0.7,0.8,82112,25177,770,985,0,0,0,0,3,2,0.8,-0.2,0.8,,219,0,0,0,10,0,0,0,0,1,0,0,5,7.0,52.1,41.0,9.8,0,3,20
341,19568.jpg,Afellay,110,i,19568,Ibrahim,Afellay,14,"Knee injury - Unknown return date",49,0,0,0.1,0.2,-1,0,1,0,,0,0.0,0.3,590,146,15,9,0,0,0,0,1,1,1.0,0.0,0.0,,14,0,0,0,2,0,0,0,0,0,0,0,3,2.2,1.1,0.0,0.3,0,3,15
342,68312.jpg,Shaqiri,110,a,68312,Xherdan,Shaqiri,22,,59,100,100,0.7,3.4,-1,0,1,0,,0,3.8,4.3,120869,110876,6608,12211,0,0,0,0,20,1,3.3,2.8,3.8,,474,1,1,0,10,0,0,0,1,0,0,2,89,133.2,219.9,90.0,44.4,0,3,15
343,102738.jpg,Imbula,110,u,102738,Giannelli,Imbula,21,"Joined Toulouse on loan for the season",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,6297,919,154,3,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,15
344,40276.jpg,Bojan,110,u,40276,Bojan,"Krkic Perez",27,"Joined Alaves on loan until the end of the season",55,0,0,0.0,0.4,0,0,0,0,,0,0.1,0.0,5690,1845,97,4,0,0,0,0,2,0,2.0,0.0,0.0,,71,0,0,0,1,0,0,0,0,0,0,0,5,0.0,13.3,6.0,1.9,0,3,15
345,205102.jpg,Sobhi,110,a,205102,Ramadan,Sobhi,32,,48,,,0.4,1.7,-2,0,2,0,,0,0.6,1.8,24845,6872,938,534,0,0,0,0,8,2,2.0,0.3,1.3,,158,0,1,0,5,0,0,0,0,0,0,0,30,24.0,29.9,10.0,6.4,0,3,15
346,14295.jpg,Fletcher,110,a,14295,Darren,Fletcher,24,,50,100,100,0.4,2.6,0,0,0,0,,0,0.6,2.0,20781,4475,644,184,0,0,0,0,13,2,2.2,0.5,1.5,,540,0,0,1,10,0,0,0,0,0,0,0,68,70.8,78.2,22.0,17.1,0,3,15
347,3773.jpg,Crouch,110,a,3773,Peter,Crouch,25,,49,,,0.4,1.8,-1,0,1,0,,0,1.6,2.0,72453,31840,3430,1980,0,0,0,0,9,0,2.3,0.5,1.5,,81,1,0,0,2,0,0,0,1,0,0,2,33,41.0,33.3,51.0,12.6,0,4,15
348,61858.jpg,Diouf,110,a,61858,"Mame Biram",Diouf,18,,54,100,100,0.4,2.4,-1,0,1,0,,0,0.4,2.3,13006,9062,790,740,0,0,0,0,13,2,2.6,0.8,1.8,,450,0,1,1,9,0,0,0,0,0,0,0,50,55.6,58.0,80.0,19.3,0,4,15
349,91972.jpg,Berahino,110,a,91972,Saido,Berahino,9,,58,,,0.1,1.4,-2,-1,2,1,,0,0.4,0.3,21746,9352,965,106,0,0,0,0,8,0,2.7,-1.2,-0.2,,151,0,1,1,1,0,0,0,0,0,0,0,22,27.6,27.1,27.0,8.2,0,4,15
350,37096.jpg,Fabianski,80,a,37096,Lukasz,Fabianski,1,,45,,,1.3,6.7,0,0,0,0,,1,7.5,5.8,52902,200661,5909,15136,0,0,0,0,30,1,5.0,5.8,5.8,,540,0,0,3,7,0,0,0,0,0,26,3,140,168.6,0.0,0.0,16.9,0,1,16
351,61760.jpg,Nordfeldt,80,a,61760,Kristoffer,Nordfeldt,13,,40,,,0.0,0.0,0,0,0,0,,0,1.2,0.0,11563,6257,414,505,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,16
352,49539.jpg,Naughton,80,a,49539,Kyle,Naughton,26,,46,,,1.1,5.9,1,0,-1,0,,1,6.0,5.0,79230,267958,5138,4830,0,0,0,0,27,1,4.5,5.0,5.0,,537,0,1,3,7,0,0,0,1,0,0,4,123,126.0,58.7,8.0,19.4,0,2,16
353,42996.jpg,Rangel,80,a,42996,Angel,Rangel,22,,40,,,0.1,0.3,0,0,0,0,,0,12.9,0.3,321446,76718,10989,2407,0,0,0,0,1,0,1.0,0.3,0.3,,2,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.5,0.0,0.2,0,2,16
354,57145.jpg,Fernández,80,a,57145,Federico,Fernández,33,,45,,,1.0,5.8,0,0,0,0,,0,2.8,4.3,43233,94152,2800,4158,0,0,0,0,26,1,4.3,4.3,4.3,,540,0,0,3,7,0,0,0,0,0,0,5,132,171.0,1.8,8.0,18.1,0,2,16
355,96306.jpg,Kingsley,80,u,96306,Stephen,Kingsley,35,"Joined Hull City on 24/8",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,4547,175,92,3,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,16
356,97615.jpg,"van der Hoorn",80,a,97615,Mike,"van der Hoorn",5,,45,,,0.7,2.9,0,0,0,0,,0,0.1,3.3,2449,2025,139,144,0,0,0,0,13,1,4.3,3.3,3.3,,198,0,0,2,1,0,0,0,1,0,0,1,57,43.0,1.1,21.0,6.6,0,2,16
357,149266.jpg,Mawson,80,a,149266,Alfie,Mawson,6,,50,,,0.8,4.2,0,0,0,0,,0,1.1,3.8,18019,12165,1099,342,0,0,0,0,21,1,3.5,3.8,3.8,,540,0,0,3,7,0,0,0,0,0,0,0,113,97.6,1.6,34.0,13.4,0,2,16
358,28654.jpg,Olsson,80,a,28654,Martin,Olsson,16,,50,,,0.8,4.2,0,0,0,0,,0,0.3,3.8,5620,6113,360,170,0,0,0,0,21,1,3.5,3.8,3.8,,540,0,0,3,7,0,0,0,0,0,0,0,101,63.4,41.2,6.0,11.1,0,2,16
359,55422.jpg,Sigurdsson,11,a,55422,Gylfi,Sigurdsson,18,,83,,,0.2,1.1,-2,0,2,0,,0,3.9,2.0,209874,76213,11315,957,0,0,0,0,9,2,1.8,3.0,3.0,,389,0,0,0,11,0,0,0,0,0,0,0,46,42.8,121.3,95.0,25.9,0,3,7
360,11829.jpg,Routledge,80,a,11829,Wayne,Routledge,15,,54,,,0.1,0.9,-1,0,1,0,,0,0.1,0.3,2988,914,111,13,0,0,0,0,5,0,1.3,0.3,0.3,,133,0,0,1,3,0,0,0,1,0,0,0,8,13.4,17.4,4.0,3.4,0,3,16
361,15114.jpg,Britton,80,a,15114,Leon,Britton,7,,45,100,100,0.0,0.7,0,0,0,0,,0,0.1,0.0,4117,2286,125,50,0,0,0,0,3,0,3.0,0.0,0.0,,73,0,0,1,0,0,0,0,0,0,0,0,6,6.6,0.7,0.0,0.7,0,3,16
362,96305.jpg,Fulton,80,a,96305,Jay,Fulton,56,,44,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,1172,1128,124,334,0,0,0,0,0,0,0.0,0.0,0.0,,16,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.1,0.0,0.0,0,3,16
363,76542.jpg,"Ki Sung-yueng",80,i,76542,Sung-yueng,Ki,4,"Lack of match fitness - Unknown return date",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,342,162,18,11,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,16
364,49195.jpg,Montero,80,u,49195,Jefferson,Montero,20,"Joined Getafe in season-long loan deal",49,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,2466,216,35,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,16
365,49277.jpg,Fer,80,a,49277,Leroy,Fer,8,,55,,,0.4,2.4,0,0,0,0,,0,0.5,2.3,19819,13719,926,152,0,0,0,0,13,2,2.2,2.3,2.3,,482,0,1,2,7,0,0,0,3,0,0,0,65,84.8,69.7,41.0,19.6,0,3,16
366,21083.jpg,Dyer,80,i,21083,Nathan,Dyer,12,"Achilles injury - Unknown return date",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1487,589,56,35,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,16
367,93464.jpg,Carroll,80,a,93464,Tom,Carroll,14,,45,,,0.5,3.1,0,0,0,0,,0,6.2,2.3,124169,141817,4633,5203,0,0,0,0,14,2,2.3,2.3,2.3,,535,0,0,3,7,0,0,0,1,0,0,0,79,80.6,154.0,42.0,27.7,0,3,16
368,111787.jpg,Barrow,80,u,111787,Modou,Barrow,17,"Transferred to Reading",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,207,22,2,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,16
369,57586.jpg,Narsingh,80,a,57586,Luciano,Narsingh,11,,48,,,0.1,0.4,-2,0,2,0,,0,0.0,0.3,2050,502,69,28,0,0,0,0,2,0,1.0,0.3,0.3,,27,0,0,0,3,0,0,0,0,0,0,0,5,6.4,1.2,17.0,2.5,0,3,16
370,106899.jpg,Mesa,80,a,106899,Roque,Mesa,51,,44,,,0.1,0.7,-1,0,1,0,,0,0.5,0.3,17193,13843,942,1422,0,0,0,0,3,1,1.5,0.3,0.3,,111,0,0,0,2,0,0,0,0,0,0,0,21,14.8,17.2,7.0,3.9,0,3,16
371,19760.jpg,Llorente,6,a,19760,Fernando,Llorente,18,,74,100,100,0.0,0.1,-1,0,1,0,,0,0.1,0.3,7308,3899,526,349,0,0,0,0,1,0,0.5,1.3,1.3,,17,0,0,0,0,0,0,0,1,0,0,0,3,0.2,1.8,4.0,0.7,0,4,17
372,169432.jpg,McBurnie,80,u,169432,Oliver,McBurnie,62,"Joined Barnsley in season-long loan",45,0,0,0.1,0.7,0,0,0,0,,0,1.2,0.3,69783,16796,2007,184,0,0,0,0,3,0,1.0,0.0,0.0,,24,0,0,0,1,0,0,0,0,0,0,0,9,0.2,3.5,2.0,0.6,0,4,16
373,80146.jpg,Ayew,80,a,80146,Jordan,Ayew,18,,50,100,100,0.6,3.2,0,0,0,0,,0,3.1,3.0,89915,131949,7534,6409,0,0,0,0,16,2,2.7,3.0,3.0,,540,1,0,3,7,0,0,0,0,0,0,0,63,76.4,53.1,68.0,19.8,0,4,16
374,173879.jpg,Abraham,80,a,173879,Tammy,Abraham,10,,56,100,100,0.9,4.4,1,1,-1,-1,,0,4.7,5.0,125225,221397,6747,28091,0,0,0,0,24,8,4.0,5.0,5.0,,445,2,0,3,5,0,0,0,0,0,0,5,72,93.4,34.0,138.0,26.4,0,4,16
375,37915.jpg,Lloris,6,a,37915,Hugo,Lloris,1,,55,,,0.7,4.2,0,0,0,0,,0,12.7,3.8,141685,92642,11675,2050,0,0,0,0,23,1,3.8,4.8,4.8,,540,0,0,3,5,0,0,0,0,0,8,0,108,76.0,0.0,0.0,7.6,0,1,17
376,39215.jpg,Vorm,6,a,39215,Michel,Vorm,13,,49,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2079,364,77,20,0,0,0,0,0,0,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,17
377,55605.jpg,Alderweireld,6,a,55605,Toby,Alderweireld,4,,60,,,0.6,3.5,0,0,0,0,,0,13.2,3.5,171413,109211,11847,3213,0,0,0,0,21,1,3.5,4.5,4.5,,540,0,0,3,5,0,0,0,3,0,0,2,124,123.4,49.0,26.0,19.9,0,2,17
378,38290.jpg,Rose,6,i,38290,Danny,Rose,3,"Knee injury - Unknown return date",64,0,0,0.0,0.0,-1,0,1,0,,0,0.2,0.0,13564,1069,380,30,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,17
379,58621.jpg,Walker,43,a,58621,Kyle,Walker,2,,65,100,100,1.3,4.5,0,0,0,0,,1,13.6,8.3,531777,184097,9316,10923,0,0,0,0,29,6,5.8,9.3,7.8,,403,0,2,4,1,0,0,0,0,1,0,1,119,80.0,66.4,20.0,16.5,0,2,11
380,39194.jpg,Vertonghen,6,a,39194,Jan,Vertonghen,5,,60,,,0.7,3.7,0,0,0,0,,0,8.0,4.0,102284,46646,6882,3982,0,0,0,0,22,1,3.7,5.0,5.0,,540,0,0,3,5,0,0,0,1,0,0,1,131,142.4,63.9,36.0,24.3,0,2,17
381,115556.jpg,Davies,6,a,115556,Ben,Davies,33,,57,,,0.8,5.8,2,0,-2,0,,2,20.6,4.3,231666,884589,27963,21710,0,0,0,0,33,1,6.6,5.3,5.3,,439,1,2,2,4,0,0,0,1,0,0,5,132,147.2,208.1,85.0,44.1,0,2,17
382,77794.jpg,Trippier,6,a,77794,Kieran,Trippier,2,,54,100,100,0.9,3.7,-1,0,1,0,,0,3.2,4.8,126726,116450,6861,4628,0,0,0,0,20,1,4.0,5.8,5.8,,372,0,1,2,4,0,0,0,0,0,0,1,101,67.4,82.5,8.0,15.8,0,2,17
383,97485.jpg,Wimmer,110,d,97485,Kevin,Wimmer,5,"Hamstring injury - 50% chance of playing",44,50,50,0.1,0.2,-1,0,1,0,,0,0.5,0.3,16986,24662,1202,138,0,0,0,0,1,0,0.5,-0.6,-0.1,,180,0,0,0,4,0,0,0,1,0,0,0,20,37.2,1.4,0.0,3.9,0,2,15
384,93264.jpg,Dier,6,a,93264,Eric,Dier,15,,50,,,0.5,2.6,0,0,0,0,,0,3.4,2.3,87505,45401,5040,2901,0,0,0,0,13,1,2.2,3.3,3.3,,517,0,0,3,4,0,0,0,2,0,0,0,73,82.2,63.1,39.0,18.6,0,3,17
385,39104.jpg,Dembélé,6,d,39104,Mousa,Dembélé,19,"Ankle injury - 75% chance of playing",50,,75,0.2,1.6,0,0,0,0,,0,2.7,0.8,85848,61878,10761,215,0,0,0,0,8,0,2.0,1.8,1.4,,288,0,0,1,3,0,0,0,0,0,0,0,58,46.8,49.7,35.0,13.1,0,3,17
386,62974.jpg,Lamela,6,i,62974,Erik,Lamela,11,"Hip injury - Unknown return date",64,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,2414,485,61,24,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,17
387,80607.jpg,Eriksen,6,a,80607,Christian,Eriksen,23,,97,,,0.6,4.3,2,0,-2,0,1,1,27.0,5.8,270382,774984,17044,21595,0,0,0,0,42,9,7.0,6.8,6.8,,499,2,3,4,3,0,0,0,0,0,0,7,163,182.0,276.2,226.0,68.5,0,3,17
388,108823.jpg,Alli,6,a,108823,Bamidele,Alli,20,,95,,,0.6,3.5,0,0,0,0,,1,30.3,5.8,566357,359341,30768,10019,0,0,0,0,33,8,5.5,6.8,6.8,,531,2,2,3,5,0,0,0,0,0,0,2,100,135.2,179.8,227.0,54.3,0,3,17
389,54756.jpg,Wanyama,6,i,54756,Victor,Wanyama,12,"Knee injury - Unknown return date",49,0,0,0.0,0.6,-1,0,1,0,,0,0.5,0.0,31432,4066,849,36,0,0,0,0,3,0,1.5,0.0,0.0,,98,0,0,0,2,0,0,0,0,0,0,0,14,23.4,25.2,14.0,6.2,0,3,17
390,85971.jpg,Son,6,a,85971,Heung-Min,Son,7,,80,100,100,0.2,1.1,0,0,0,0,,0,1.1,1.8,43302,40019,5379,634,0,0,0,0,9,0,1.8,2.8,2.8,,201,0,0,2,1,0,0,0,0,0,0,0,39,30.6,86.0,120.0,23.6,0,3,17
391,157668.jpg,Winks,6,a,157668,Harry,Winks,29,,48,100,100,0.2,0.8,-2,0,2,0,,0,0.1,0.8,3003,626,88,81,0,0,0,0,4,1,1.0,1.8,1.8,,32,0,0,0,2,0,0,0,0,0,0,0,17,22.0,4.8,0.0,2.7,0,3,17
392,168566.jpg,Nkoudou,6,a,168566,Georges-Kévin,Nkoudou,14,,54,100,100,0.0,0.0,-1,0,1,0,,0,0.0,0.0,518,96,10,17,0,0,0,0,0,0,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,17
393,45268.jpg,Sissoko,6,a,45268,Moussa,Sissoko,17,,54,100,100,0.4,2.0,-1,0,1,0,,0,0.3,2.3,10756,5307,444,777,0,0,0,0,11,2,1.8,3.3,3.3,,303,0,0,2,3,0,0,0,0,0,0,0,37,33.0,109.5,51.0,19.3,0,3,17
394,78830.jpg,Kane,6,a,78830,Harry,Kane,10,,125,,,0.6,2.6,0,0,0,0,,2,27.5,7.5,714887,445036,7507,39486,0,0,0,0,32,13,5.3,8.5,8.5,,532,4,0,3,5,0,0,0,2,0,0,6,102,153.4,91.3,483.0,72.9,0,4,17
395,165990.jpg,Janssen,6,u,165990,Vincent,Janssen,9,"Joined Fenerbahce on season-long loan",74,0,0,0.0,0.1,-1,0,1,0,,0,0.1,0.0,7495,879,139,1,0,0,0,0,1,0,1.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,4,17
396,56827.jpg,Pantilimon,57,u,56827,Costel,Pantilimon,30,"Season-long loan to Deportivo La Coruña",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,3221,218,118,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,18
397,18656.jpg,Gomes,57,a,18656,Heurelho,Gomes,1,,45,,,0.8,5.1,0,0,0,0,,0,2.4,3.8,29382,56311,1736,1233,0,0,0,0,23,2,3.8,3.8,3.8,,540,0,0,3,10,0,0,0,0,0,13,2,119,95.0,0.1,0.0,9.5,0,1,18
398,37742.jpg,Kaboul,57,i,37742,Younes,Kaboul,4,"Leg injury - Expected back 30 Sep",44,0,0,0.3,1.6,-1,0,1,0,,0,0.3,1.5,15576,2921,367,45,0,0,0,0,7,0,3.5,0.0,0.0,,151,0,0,1,3,0,0,0,0,0,0,0,35,47.4,0.9,2.0,5.0,0,2,18
399,41338.jpg,Cathcart,57,i,41338,Craig,Cathcart,15,"Knee injury - Unknown return date",45,0,0,0.1,0.2,0,0,0,0,,0,0.0,0.3,676,115,15,1,0,0,0,0,1,0,1.0,0.0,0.0,,19,0,0,0,0,0,0,0,0,0,0,0,4,2.4,0.2,0.0,0.3,0,2,18
400,41945.jpg,Prödl,57,i,41945,Sebastian,Prödl,5,"Hamstring injury - Expected back 30 Sep",45,0,0,0.3,2.7,0,0,0,0,,0,0.3,1.5,17234,6637,678,15,0,0,0,0,12,0,6.0,0.0,0.0,,180,0,0,2,0,0,0,0,0,0,0,0,48,42.0,10.5,0.0,5.3,0,2,18
401,40868.jpg,Holebas,57,a,40868,José,Holebas,25,,50,100,100,0.3,3.2,0,0,0,0,,0,0.6,1.5,23744,24543,771,235,0,0,0,0,16,2,3.2,1.5,1.5,,450,0,1,2,10,0,0,0,1,0,0,0,92,113.4,129.0,13.0,25.6,0,2,18
402,52153.jpg,Britos,57,a,52153,Miguel,Britos,3,,45,0,100,-0.1,2.2,0,0,0,0,,0,1.2,-0.5,107606,111399,1211,136,0,0,0,0,10,0,3.3,0.0,-0.5,,203,1,0,1,3,0,0,0,1,1,0,0,40,67.0,1.8,42.0,11.1,0,2,18
